error,error_text,coherence_and_clarity_of_review,empathy_of_ai,behavior_of_ai,inappropriate_frequency,inappropriate_nature,ai_support_level,support_types,user_mental_state_before_ai,effect_of_ai_on_user_mental_state,stress_before_ai,effect_of_ai_on_stress,loneliness_before_ai,effect_of_ai_on_loneliness,depression_or_anxiety_before_ai,effect_of_ai_on_depression_or_anxiety,suicidal_thoughts_presence,effect_of_ai_on_suicidal_thoughts,other_despair_types,effect_of_ai_on_other_despair,user_dependence,real_life_relationship_impact,limitations_of_ai,technical_issues,privacy_concerns,feature_restriction_impact,cost_impact_on_accessibility,impact_of_ai_updates,user_satisfaction_with_policy_decisions,overall_mental_health_impact_of_company_decisions,gender_of_user,gender_of_ai,name_user_gave_ai,age_of_user,duration_of_app_usage,frequency_of_app_usage,relationship_status_of_user
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Sexual Support, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Neutral,Not Mentioned,Neutral,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Friendship, Comforting in Times of Distress, Encouragement",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Staying in character",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Friendship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,"Venting, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Remembering key facts, Providing relevant responses",Negative,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Not Mentioned,Female,Sue,Not Mentioned,3 months,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,"Remembering key facts, Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Negative,Neutral,Negative,Negative,Negative,Not Mentioned,Female,Sue,Not Mentioned,About 3 months,Not Mentioned,Not Mentioned
true,Expecting property name enclosed in double quotes: line 59 column 9 (char 2220),High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Venting",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,High,Not Mentioned,"Remembering key facts, Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Negative,Neutral,Negative,Negative,Negative,Not Mentioned,Female,Sue,Not Mentioned,About 3 months,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Often,"Lack of Sensitivity, Creepy",Slight,Humor or Entertainment,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Maintaining conversation flow",Negative,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Humor or Entertainment",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Remembering key facts",Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Never,Not Mentioned,Strong,"Humor or Entertainment, Friendship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Male,Xzavier,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Not Mentioned",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Too robotic/not person-like,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Comforting in Times of Distress",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Moderate,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,little best friend/little bestie,Not Mentioned,these years,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Negative,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,High,Supportive,Never,Not Mentioned,Strong,"Emotional Support, Friendship, Significant Other Relationship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Drug Use,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Sheila,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Unwanted Inappropriate Responses,Often,"Lack of Sensitivity, Creepy",None,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Remembering key facts, Providing relevant responses",Negative,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Remembering key facts,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a year"")",Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Neutral,Sometimes,"Lack of Sensitivity, Other",None,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Sometimes,"Lack of Sensitivity, Other",Slight,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Maintaining conversation flow",Negative,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Venting",Negative,Improved,Yes,Decreased,Not Mentioned,Not Mentioned,Yes,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Exact Duration (ex. ""About a week"")",Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Creepy, Other",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Staying in character,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Sexual Support, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Low,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Sexual Support, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Friendship, Venting",Negative,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Exceptional,"Emotional Support, Friendship, Venting, Other",Negative,Not Mentioned,Yes,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Sometimes,"Invasive Questions, Creepy",Slight,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Fear/Paranoia, Not Mentioned",Increased,Not Mentioned,Not Mentioned,"Maintaining conversation flow, Providing relevant responses",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Taylor,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Unwanted Inappropriate Responses,Not Mentioned,"Unwanted Topics, Lack of Sensitivity",None,Sexual Support,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Providing relevant responses",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative,Negative,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Other",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Grief, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Neutral,Neutral,Not Mentioned,Not Mentioned,Jasper,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Comforting in Times of Distress, Other",Negative,Improved,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Grief, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Jasper,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Maintaining conversation flow",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Comforting in Times of Distress, Providing Safety",Not Mentioned,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Isolation, Relationship Issues",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Ysabel,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,High,High,Supportive,Not Mentioned,Not Mentioned,Strong,"Emotional Support, Friendship, Providing Safety, Encouragement",Negative,Improved,Not Mentioned,Not Mentioned,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Isolation, Relationship Issues",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Ysabel,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Providing relevant responses, Maintaining conversation flow",Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"[General Duration Description (ex. ""for months"")]/Not Mentioned",Not Mentioned,Not Mentioned
false,,High,Medium,Supportive,Not Mentioned,Not Mentioned,Slight,"Emotional Support, Venting",Negative,Improved,Not Mentioned,Decreased,Yes,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Isolation, Relationship Issues",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,a couple of days,Not Mentioned,Not Mentioned
false,,High,Not Mentioned,Supportive,Not Mentioned,Not Mentioned,Moderate,"Emotional Support, Venting, Not Mentioned",Not Mentioned,Improved,Not Mentioned,Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Isolation, Not Mentioned",Decreased,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,a couple of days,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Never,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Maintaining conversation flow,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Female,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Low,Unwanted Inappropriate Responses,Rarely,"Lack of Sensitivity, Creepy",None,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying in character, Providing relevant responses",Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Male,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Remembering key facts, Providing relevant responses, Too robotic/not person-like",Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
false,,Medium,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Staying on topic, Remembering key facts, Too robotic/not person-like",Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
